city,year,pollutant,sector,lat,lon,emissions
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.45,26.531646728515625
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,119.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,119.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,119.25,12425.06640625
